movieId,rating_count,title,genres,imdbId,tmdbId,overview,tags
3911,53,Best in Show (2000),Comedy,218839,13785,,comedy 
3948,91,Meet the Parents (2000),Comedy,212338,1597,,comedy 
3949,96,Requiem for a Dream (2000),Drama,180093,641,,drama 
3977,72,Charlie's Angels (2000),Action|Comedy,160127,4327,,action comedy 
3994,73,Unbreakable (2000),Drama|Sci-Fi,217869,9741,,drama sci-fi 
3996,110,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,190332,146,,action drama romance 
4011,93,Snatch (2000),Comedy|Crime|Thriller,208092,107,,comedy crime thriller 
4018,54,What Women Want (2000),Comedy|Romance,207201,3981,,comedy romance 
4022,100,Cast Away (2000),Drama,162222,8358,,drama 
4025,64,Miss Congeniality (2000),Comedy|Crime,212346,1493,,comedy crime 
4027,94,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,190590,134,,adventure comedy crime 
4034,70,Traffic (2000),Crime|Drama|Thriller,181865,1900,,crime drama thriller 
4226,159,Memento (2000),Mystery|Thriller,209144,77,,mystery thriller 
4239,51,Blow (2001),Crime|Drama,221027,4133,,crime drama 
4246,65,Bridget Jones's Diary (2001),Comedy|Drama|Romance,243155,634,,comedy drama romance 
4262,67,Scarface (1983),Action|Crime|Drama,86250,111,,action crime drama 
4306,170,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,126029,808,,adventure animation children comedy fantasy romance 
4308,55,Moulin Rouge (2001),Drama|Musical|Romance,203009,824,,drama musical romance 
4370,56,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,212720,644,,adventure drama sci-fi 
4447,64,Legally Blonde (2001),Comedy|Romance,250494,8835,,comedy romance 
4720,55,"Others, The (2001)",Drama|Horror|Mystery|Thriller,230600,1933,,drama horror mystery thriller 
4776,51,Training Day (2001),Crime|Drama|Thriller,139654,2034,,crime drama thriller 
4816,54,Zoolander (2001),Comedy,196229,9398,,comedy 
4848,51,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,166924,1018,,crime drama film-noir mystery thriller 
4878,109,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141,,drama mystery sci-fi thriller 
4886,132,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,198781,585,,adventure animation children comedy fantasy 
4896,107,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,241527,671,,adventure children fantasy 
4963,119,Ocean's Eleven (2001),Crime|Thriller,240772,161,,crime thriller 
4973,120,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,211915,194,,comedy romance 
4979,68,"Royal Tenenbaums, The (2001)",Comedy|Drama,265666,9428,,comedy drama 
4993,198,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,120737,120,,adventure fantasy 
4995,123,"Beautiful Mind, A (2001)",Drama|Romance,268978,453,,drama romance 
5010,50,Black Hawk Down (2001),Action|Drama|War,265086,855,,action drama war 
5218,85,Ice Age (2002),Adventure|Animation|Children|Comedy,268380,425,,adventure animation children comedy 
5299,60,My Big Fat Greek Wedding (2002),Comedy|Romance,259446,8346,,comedy romance 
5349,122,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,145487,557,,action adventure sci-fi thriller 
5378,92,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,121765,1894,,action adventure sci-fi imax 
5418,112,"Bourne Identity, The (2002)",Action|Mystery|Thriller,258463,2501,,action mystery thriller 
5445,120,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,181689,180,,action crime mystery sci-fi thriller 
5459,61,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,120912,608,,action comedy sci-fi 
5481,65,Austin Powers in Goldmember (2002),Comedy,295178,818,,comedy 
5502,63,Signs (2002),Horror|Sci-Fi|Thriller,286106,2675,,horror sci-fi thriller 
5618,87,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy,245429,129,,adventure animation fantasy 
5669,58,Bowling for Columbine (2002),Documentary,310793,1430,,documentary 
5816,102,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,295297,672,,adventure fantasy 
5952,188,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,167261,121,,adventure fantasy 
5956,55,Gangs of New York (2002),Crime|Drama,217505,3131,,crime drama 
5989,115,Catch Me If You Can (2002),Crime|Drama,264464,640,,crime drama 
6016,75,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,317248,598,,action adventure crime drama thriller 
6333,76,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,290334,36658,,action adventure sci-fi thriller 
6365,96,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,234215,604,,action adventure sci-fi thriller imax 
6373,71,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,315327,310,,comedy drama fantasy romance 
6377,141,Finding Nemo (2003),Adventure|Animation|Children|Comedy,266543,12,,adventure animation children comedy 
6378,59,"Italian Job, The (2003)",Action|Crime,317740,9654,,action crime 
6502,58,28 Days Later (2002),Action|Horror|Sci-Fi,289043,170,,action horror sci-fi 
6539,149,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,325980,22,,action adventure comedy fantasy 
6711,74,Lost in Translation (2003),Comedy|Drama|Romance,335266,153,,comedy drama romance 
6863,66,School of Rock (2003),Comedy|Musical,332379,1584,,comedy musical 
6870,52,Mystic River (2003),Crime|Drama|Mystery,327056,322,,crime drama mystery 
6874,131,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,266697,24,,action crime thriller 
6934,79,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,242653,605,,action adventure sci-fi thriller imax 
6942,59,Love Actually (2003),Comedy|Drama|Romance,314331,508,,comedy drama romance 
7143,62,"Last Samurai, The (2003)",Action|Adventure|Drama|War,325710,616,,action adventure drama war 
7147,69,Big Fish (2003),Drama|Fantasy|Romance,319061,587,,drama fantasy romance 
7153,185,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,167260,122,,action adventure drama fantasy 
7361,131,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,338013,38,,drama romance sci-fi 
7438,110,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,378194,393,,action drama thriller 
8360,92,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,298148,809,,adventure animation children comedy musical romance 
8361,50,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,319262,435,,action adventure drama sci-fi thriller 
8368,93,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,304141,673,,adventure fantasy imax 
8464,50,Super Size Me (2004),Comedy|Documentary|Drama,390521,9372,,comedy documentary drama 
8636,79,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,316654,558,,action adventure sci-fi imax 
8641,57,Anchorman: The Legend of Ron Burgundy (2004),Comedy,357413,8699,,comedy 
8644,61,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,343818,2048,,action adventure sci-fi thriller 
8665,75,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,372183,2502,,action crime thriller 
8874,77,Shaun of the Dead (2004),Comedy|Horror,365748,747,,comedy horror 
8961,125,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,317705,9806,,action adventure animation children comedy 
30707,52,Million Dollar Baby (2004),Drama,405159,70,,drama 
30793,61,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,367594,118,,adventure children comedy fantasy imax 
32587,84,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,401792,187,,action crime film-noir mystery thriller 
33166,50,Crash (2004),Crime|Drama,375679,1640,,crime drama 
33493,78,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,121766,1895,,action adventure sci-fi 
33679,59,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,356910,787,,action adventure comedy romance 
33794,116,Batman Begins (2005),Action|Crime|IMAX,372784,272,,action crime imax 
34048,50,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,407304,74,,action adventure sci-fi thriller 
34162,58,Wedding Crashers (2005),Comedy|Romance,396269,9522,,comedy romance 
34405,50,Serenity (2005),Action|Adventure|Sci-Fi,379786,16320,,action adventure sci-fi 
35836,74,"40-Year-Old Virgin, The (2005)",Comedy|Romance,405422,6957,,comedy romance 
40815,71,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,330373,674,,adventure fantasy thriller imax 
41566,62,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,363771,411,,adventure children fantasy 
44191,100,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,434409,752,,action sci-fi thriller imax 
45499,52,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,376994,36668,,action sci-fi thriller 
45722,72,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,383574,58,,action adventure fantasy 
46578,77,Little Miss Sunshine (2006),Adventure|Comedy|Drama,449059,773,,adventure comedy drama 
48385,65,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,443453,496,,comedy 
48394,81,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,457430,1417,,drama fantasy thriller 
48516,107,"Departed, The (2006)",Crime|Drama|Thriller,407887,1422,,crime drama thriller 
48774,64,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,206634,9693,,action adventure drama sci-fi thriller 
48780,90,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,482571,1124,,drama mystery sci-fi thriller 
49272,81,Casino Royale (2006),Action|Adventure|Thriller,381061,36557,,action adventure thriller 
49530,53,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,450259,1372,,action adventure crime drama thriller war 
50872,72,Ratatouille (2007),Animation|Children|Drama,382932,2062,,animation children drama 
51255,61,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,425112,4638,,action comedy crime mystery 
51662,80,300 (2007),Action|Fantasy|War|IMAX,416449,1271,,action fantasy war imax 
52973,52,Knocked Up (2007),Comedy|Drama|Romance,478311,4964,,comedy drama romance 
53125,56,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,449088,285,,action adventure comedy fantasy 
54001,58,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,373889,675,,adventure drama fantasy imax 
54286,81,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,440963,2503,,action crime thriller 
54503,55,Superbad (2007),Comedy,829482,8363,,comedy 
55820,64,No Country for Old Men (2007),Crime|Drama,477348,6977,,crime drama 
56174,62,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,480249,6479,,action horror sci-fi thriller imax 
56367,65,Juno (2007),Comedy|Drama|Romance,467406,7326,,comedy drama romance 
58559,149,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,468569,155,,action crime drama imax 
59315,94,Iron Man (2008),Action|Adventure|Sci-Fi,371746,1726,,action adventure sci-fi 
59784,54,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,441773,9502,,action animation children comedy imax 
60069,104,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,910970,10681,,adventure animation children romance sci-fi 
63082,71,Slumdog Millionaire (2008),Crime|Drama|Romance,1010048,12405,,crime drama romance 
68157,88,Inglourious Basterds (2009),Action|Drama|War,361748,16869,,action drama war 
68358,59,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,796366,13475,,action adventure sci-fi imax 
68954,105,Up (2009),Adventure|Animation|Children|Drama,1049413,14160,,adventure animation children drama 
69122,76,"Hangover, The (2009)",Comedy|Crime,1119646,18785,,comedy crime 
69844,58,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,417741,767,,adventure fantasy mystery romance imax 
70286,65,District 9 (2009),Mystery|Sci-Fi|Thriller,1136608,17654,,mystery sci-fi thriller 
71535,53,Zombieland (2009),Action|Comedy|Horror,1156398,19908,,action comedy horror 
72998,97,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,499549,19995,,action adventure sci-fi imax 
73017,58,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,988045,10528,,action crime mystery thriller 
74458,67,Shutter Island (2010),Drama|Mystery|Thriller,1130884,11324,,drama mystery thriller 
76093,53,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,892769,10191,,adventure animation children fantasy imax 
78499,55,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,435761,10193,,adventure animation children comedy fantasy imax 
79132,143,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666,27205,,action crime drama mystery sci-fi thriller imax 
80463,57,"Social Network, The (2010)",Drama,1285016,37799,,drama 
81845,58,"King's Speech, The (2010)",Drama,1504320,45269,,drama 
88125,50,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,1201607,12445,,action adventure drama fantasy mystery imax 
89745,69,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,848228,24428,,action adventure sci-fi imax 
91500,54,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller,1392170,70160,,action adventure drama sci-fi thriller 
91529,76,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,1345836,49026,,action adventure crime imax 
96079,50,Skyfall (2012),Action|Adventure|Thriller|IMAX,1074638,37724,,action adventure thriller imax 
99114,71,Django Unchained (2012),Action|Drama|Western,1853728,68718,,action drama western 
106782,54,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,993846,106646,,comedy crime drama 
109374,52,"Grand Budapest Hotel, The (2014)",Comedy|Drama,2278388,120467,,comedy drama 
109487,73,Interstellar (2014),Sci-Fi|IMAX,816692,157336,,sci-fi imax 
112852,59,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,2015381,118340,,action adventure sci-fi 
116797,50,The Imitation Game (2014),Drama|Thriller|War,2084970,205596,,drama thriller war 
122904,54,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,1431045,293660,,action adventure comedy sci-fi 
